Date,Month_Year,PM10,PM2.5,WeekDay,PAW_60cm,Max_Daily_Temp_C
2011-01-01,01-11,32,41,7,104.3,0.4
2011-01-02,01-11,13,4,1,104.3,0
2011-01-03,01-11,19,81,2,104.3,0
2011-01-04,01-11,18,78,3,104.3,-3
2011-01-05,01-11,32,15,4,104.3,-4.5
2011-01-06,01-11,22,3,5,104.3,5
2011-01-07,01-11,14,43,6,104.3,6.8
2011-01-08,01-11,11,58,7,104.3,8.7
2011-01-09,01-11,15,42,1,104.3,9.6
2011-01-10,01-11,22,53,2,104.3,2.3
2011-01-11,01-11,21,77,3,104.3,2.8
2011-01-12,01-11,13,54,4,104.3,3.9
2011-01-13,01-11,8,88,5,104.3,9.4
2011-01-14,01-11,9,13,6,104.3,10.4
2011-01-15,01-11,10,2,7,104.3,8.3
2011-01-16,01-11,14,99,1,104.3,8.8
2011-01-17,01-11,23,17,2,104.3,6
2011-01-18,01-11,26,91,3,104.3,7.3
2011-01-19,01-11,11,13,4,104.3,4.6
2011-01-20,01-11,17,33,5,104.3,1.1
2011-01-21,01-11,16,53,6,104.3,-2
2011-01-22,01-11,21,99,7,104.3,-0.6
2011-01-23,01-11,23,94,1,104.3,0.3
2011-01-24,01-11,16,55,2,104.3,0.6
2011-01-25,01-11,11,97,3,104.3,1
2011-01-26,01-11,16,33,4,104.3,1.1
2011-01-27,01-11,18,79,5,104.3,-2.6
2011-01-28,01-11,39,76,6,104.3,1.4
2011-01-29,01-11,68,96,7,104.3,-1.2
2011-01-30,01-11,76,11,1,104.3,-6.5
2011-01-31,01-11,75,20,2,104.3,-0.9
2011-02-01,02-11,62,29,3,102.63,-5
2011-02-02,02-11,55,6,4,102.63,-2.1
2011-02-03,02-11,31,90,5,102.63,0.6
2011-02-04,02-11,NA,NA,6,102.63,5.9
2011-02-05,02-11,10,60,7,102.63,8.1
2011-02-06,02-11,11,93,1,102.63,10
2011-02-07,02-11,21,83,2,102.63,9.2
2011-02-08,02-11,23,71,3,102.63,8
2011-02-09,02-11,33,25,4,102.63,7.2
2011-02-10,02-11,39,99,5,102.63,6.8
2011-02-11,02-11,17,97,6,102.63,9.6
2011-02-12,02-11,14,53,7,102.63,2
2011-02-13,02-11,23,41,1,102.63,0.8
2011-02-14,02-11,27,76,2,102.63,4
2011-02-15,02-11,33,95,3,102.63,1
2011-02-16,02-11,45,19,4,102.63,4
2011-02-17,02-11,74,59,5,102.63,0.6
2011-02-18,02-11,65,10,6,102.63,-1.4
2011-02-19,02-11,79,60,7,102.63,-2.2
2011-02-20,02-11,40,94,1,102.63,-3.8
2011-02-21,02-11,64,86,2,102.63,-5.4
2011-02-22,02-11,95,31,3,102.63,-7.9
2011-02-23,02-11,76,52,4,102.63,-2.3
2011-02-24,02-11,58,30,5,102.63,2.8
2011-02-25,02-11,62,87,6,102.63,4.6
2011-02-26,02-11,53,70,7,102.63,5.9
2011-02-27,02-11,53,92,1,102.63,3.6
2011-02-28,02-11,50,68,2,102.63,7.4
2011-03-01,03-11,105,17,3,93.27,-0.6
2011-03-02,03-11,81,62,4,93.27,5.4
2011-03-03,03-11,52,24,5,93.27,5.5
2011-03-04,03-11,61,91,6,93.27,7.8
2011-03-05,03-11,68,31,7,93.27,6.6
2011-03-06,03-11,27,22,1,93.27,4.2
2011-03-07,03-11,29,14,2,93.27,5
2011-03-08,03-11,24,11,3,93.27,9.7
2011-03-09,03-11,45,15,4,93.27,13
2011-03-10,03-11,25,6,5,93.27,9.8
2011-03-11,03-11,23,7,6,93.27,9.4
2011-03-12,03-11,28,9,7,93.27,14.8
2011-03-13,03-11,56,20,1,93.27,14.5
2011-03-14,03-11,58,2,2,93.27,13.5
2011-03-15,03-11,52,90,3,93.27,16.4
2011-03-16,03-11,110,91,4,93.27,7.6
2011-03-17,03-11,NA,NA,5,93.27,7.6
2011-03-18,03-11,NA,NA,6,93.27,4.7
2011-03-19,03-11,20,36,7,93.27,6.2
2011-03-20,03-11,NA,NA,1,93.27,7.7
2011-03-21,03-11,NA,NA,2,93.27,11.8
2011-03-22,03-11,35,33,3,93.27,14.3
2011-03-23,03-11,39,55,4,93.27,13.4
2011-03-24,03-11,34,61,5,93.27,14.6
2011-03-25,03-11,41,17,6,93.27,15.8
2011-03-26,03-11,NA,NA,7,93.27,7
2011-03-27,03-11,22,72,1,93.27,11.5
2011-03-28,03-11,37,39,2,93.27,12
2011-03-29,03-11,36,71,3,93.27,16.1
2011-03-30,03-11,47,4,4,93.27,17.5
2011-03-31,03-11,15,93,5,93.27,13.7
2011-04-01,04-11,19,92,6,74,16.8
2011-04-02,04-11,20,31,7,74,21.5
2011-04-03,04-11,17,81,1,74,24
2011-04-04,04-11,NA,NA,2,74,11.9
2011-04-05,04-11,NA,NA,3,74,14.5
2011-04-06,04-11,26,21,4,74,16
2011-04-07,04-11,20,70,5,74,22.1
2011-04-08,04-11,16,3,6,74,17.3
2011-04-09,04-11,20,29,7,74,13.6
2011-04-10,04-11,23,61,1,74,16.5
2011-04-11,04-11,25,27,2,74,19.4
2011-04-12,04-11,18,92,3,74,11.2
2011-04-13,04-11,11,65,4,74,8.5
2011-04-14,04-11,18,60,5,74,10
2011-04-15,04-11,NA,NA,6,74,10.3
2011-04-16,04-11,23,94,7,74,13.1
2011-04-17,04-11,27,11,1,74,14.6
2011-04-18,04-11,29,20,2,74,18.3
2011-04-19,04-11,35,79,3,74,20.3
2011-04-20,04-11,36,25,4,74,21.8
2011-04-21,04-11,38,63,5,74,23.1
2011-04-22,04-11,29,83,6,74,24.1
2011-04-23,04-11,31,98,7,74,24.9
2011-04-24,04-11,32,82,1,74,20.2
2011-04-25,04-11,32,93,2,74,15.8
2011-04-26,04-11,41,27,3,74,11.5
2011-04-27,04-11,36,33,4,74,15.8
2011-04-28,04-11,37,16,5,74,20.6
2011-04-29,04-11,41,77,6,74,22.6
2011-04-30,04-11,53,47,7,74,19.2
2011-05-01,05-11,19,36,1,56.65,14.9
2011-05-02,05-11,26,78,2,56.65,10.4
2011-05-03,05-11,14,25,3,56.65,8.8
2011-05-04,05-11,15,52,4,56.65,11.8
2011-05-05,05-11,17,34,5,56.65,15.2
2011-05-06,05-11,17,97,6,56.65,20.8
2011-05-07,05-11,18,30,7,56.65,23.8
2011-05-08,05-11,17,64,1,56.65,22.8
2011-05-09,05-11,21,9,2,56.65,23
2011-05-10,05-11,22,98,3,56.65,25.1
2011-05-11,05-11,22,21,4,56.65,26.4
2011-05-12,05-11,19,33,5,56.65,21.9
2011-05-13,05-11,16,82,6,56.65,18.6
2011-05-14,05-11,19,34,7,56.65,21.3
2011-05-15,05-11,10,67,1,56.65,15.5
2011-05-16,05-11,18,81,2,56.65,14.3
2011-05-17,05-11,17,17,3,56.65,18.3
2011-05-18,05-11,14,35,4,56.65,24.6
2011-05-19,05-11,15,19,5,56.65,26.7
2011-05-20,05-11,13,98,6,56.65,25.1
2011-05-21,05-11,14,66,7,56.65,22.9
2011-05-22,05-11,13,27,1,56.65,25.9
2011-05-23,05-11,16,87,2,56.65,21.7
2011-05-24,05-11,19,89,3,56.65,25.4
2011-05-25,05-11,18,6,4,56.65,20.1
2011-05-26,05-11,17,90,5,56.65,27.5
2011-05-27,05-11,13,2,6,56.65,18.7
2011-05-28,05-11,14,0,7,56.65,17.4
2011-05-29,05-11,11,15,1,56.65,23.8
2011-05-30,05-11,14,35,2,56.65,28.6
2011-05-31,05-11,17,11,3,56.65,27.4
2011-06-01,06-11,12,90,4,54.9,13.5
2011-06-02,06-11,11,96,5,54.9,19.6
2011-06-03,06-11,20,17,6,54.9,22.9
2011-06-04,06-11,25,32,7,54.9,29.4
2011-06-05,06-11,16,26,1,54.9,28
2011-06-06,06-11,15,61,2,54.9,24.1
2011-06-07,06-11,13,3,3,54.9,26.7
2011-06-08,06-11,14,82,4,54.9,22.8
2011-06-09,06-11,17,40,5,54.9,19.8
2011-06-10,06-11,19,26,6,54.9,20.1
2011-06-11,06-11,14,78,7,54.9,20.1
2011-06-12,06-11,11,92,1,54.9,22.7
2011-06-13,06-11,10,68,2,54.9,21.3
2011-06-14,06-11,13,60,3,54.9,21.9
2011-06-15,06-11,15,32,4,54.9,25.1
2011-06-16,06-11,14,99,5,54.9,26.8
2011-06-17,06-11,11,58,6,54.9,22.8
2011-06-18,06-11,8,31,7,54.9,18.3
2011-06-19,06-11,6,36,1,54.9,17
2011-06-20,06-11,10,82,2,54.9,19.7
2011-06-21,06-11,10,49,3,54.9,22.7
2011-06-22,06-11,10,93,4,54.9,27.5
2011-06-23,06-11,11,33,5,54.9,21.5
2011-06-24,06-11,11,36,6,54.9,17.5
2011-06-25,06-11,10,76,7,54.9,17
2011-06-26,06-11,7,7,1,54.9,22.9
2011-06-27,06-11,13,47,2,54.9,27.2
2011-06-28,06-11,16,88,3,54.9,28.5
2011-06-29,06-11,16,81,4,54.9,30.4
2011-06-30,06-11,9,49,5,54.9,17.8
2011-07-01,07-11,8,97,6,75.2,18.1
2011-07-02,07-11,6,82,7,75.2,15.3
2011-07-03,07-11,4,5,1,75.2,12
2011-07-04,07-11,11,16,2,75.2,17.4
2011-07-05,07-11,13,20,3,75.2,20.5
2011-07-06,07-11,16,73,4,75.2,28.3
2011-07-07,07-11,15,90,5,75.2,28.4
2011-07-08,07-11,10,68,6,75.2,23.4
2011-07-09,07-11,11,5,7,75.2,27.9
2011-07-10,07-11,8,56,1,75.2,26.8
2011-07-11,07-11,14,42,2,75.2,23.3
2011-07-12,07-11,16,33,3,75.2,26.9
2011-07-13,07-11,12,49,4,75.2,26.1
2011-07-14,07-11,8,60,5,75.2,20.5
2011-07-15,07-11,10,68,6,75.2,20.7
2011-07-16,07-11,11,56,7,75.2,24.7
2011-07-17,07-11,7,32,1,75.2,24.2
2011-07-18,07-11,7,69,2,75.2,20.1
2011-07-19,07-11,12,35,3,75.2,25.3
2011-07-20,07-11,14,73,4,75.2,18.6
2011-07-21,07-11,16,40,5,75.2,20.2
2011-07-22,07-11,10,53,6,75.2,16.4
2011-07-23,07-11,10,56,7,75.2,17.5
2011-07-24,07-11,9,51,1,75.2,17.2
2011-07-25,07-11,10,25,2,75.2,16.3
2011-07-26,07-11,12,91,3,75.2,24.2
2011-07-27,07-11,19,39,4,75.2,25.4
2011-07-28,07-11,18,72,5,75.2,24
2011-07-29,07-11,14,77,6,75.2,19.3
2011-07-30,07-11,5,91,7,75.2,13.3
2011-07-31,07-11,10,29,1,75.2,14.2
2011-08-01,08-11,21,16,2,68.35,19.7
2011-08-02,08-11,17,21,3,68.35,25.6
2011-08-03,08-11,17,34,4,68.35,27.3
2011-08-04,08-11,17,44,5,68.35,23.1
2011-08-05,08-11,15,26,6,68.35,26
2011-08-06,08-11,12,45,7,68.35,28.1
2011-08-07,08-11,6,50,1,68.35,20.6
2011-08-08,08-11,8,22,2,68.35,21
2011-08-09,08-11,7,66,3,68.35,18.4
2011-08-10,08-11,9,78,4,68.35,17
2011-08-11,08-11,12,53,5,68.35,23.9
2011-08-12,08-11,12,22,6,68.35,21.5
2011-08-13,08-11,10,44,7,68.35,22.5
2011-08-14,08-11,8,85,1,68.35,27.1
2011-08-15,08-11,18,12,2,68.35,20.9
2011-08-16,08-11,19,67,3,68.35,22.9
2011-08-17,08-11,15,36,4,68.35,26.1
2011-08-18,08-11,18,24,5,68.35,30.2
2011-08-19,08-11,13,37,6,68.35,25.6
2011-08-20,08-11,14,65,7,68.35,25.5
2011-08-21,08-11,14,14,1,68.35,28.7
2011-08-22,08-11,27,33,2,68.35,29.5
2011-08-23,08-11,28,47,3,68.35,32.9
2011-08-24,08-11,21,27,4,68.35,32.5
2011-08-25,08-11,18,3,5,68.35,29.6
2011-08-26,08-11,25,19,6,68.35,32.2
2011-08-27,08-11,6,0,7,68.35,20.3
2011-08-28,08-11,6,36,1,68.35,19.8
2011-08-29,08-11,11,0,2,68.35,19.4
2011-08-30,08-11,24,51,3,68.35,17.3
2011-08-31,08-11,15,59,4,68.35,19.9
2011-09-01,09-11,20,20,5,74.53,23.3
2011-09-02,09-11,19,46,6,74.53,25.7
2011-09-03,09-11,17,9,7,74.53,27.9
2011-09-04,09-11,16,2,1,74.53,29.4
2011-09-05,09-11,10,40,2,74.53,19.8
2011-09-06,09-11,10,67,3,74.53,20.6
2011-09-07,09-11,9,68,4,74.53,17.5
2011-09-08,09-11,11,77,5,74.53,13.6
2011-09-09,09-11,11,10,6,74.53,19.4
2011-09-10,09-11,8,72,7,74.53,25.5
2011-09-11,09-11,11,53,1,74.53,29.5
2011-09-12,09-11,9,45,2,74.53,20.6
2011-09-13,09-11,11,13,3,74.53,22.2
2011-09-14,09-11,12,48,4,74.53,18.5
2011-09-15,09-11,21,57,5,74.53,18.6
2011-09-16,09-11,20,98,6,74.53,20.6
2011-09-17,09-11,14,73,7,74.53,23.2
2011-09-18,09-11,6,34,1,74.53,15.7
2011-09-19,09-11,11,72,2,74.53,15.8
2011-09-20,09-11,17,27,3,74.53,19.1
2011-09-21,09-11,19,85,4,74.53,19.1
2011-09-22,09-11,16,50,5,74.53,18.4
2011-09-23,09-11,21,37,6,74.53,17
2011-09-24,09-11,19,64,7,74.53,19.9
2011-09-25,09-11,18,69,1,74.53,22.7
2011-09-26,09-11,22,86,2,74.53,24.8
2011-09-27,09-11,35,6,3,74.53,23.9
2011-09-28,09-11,27,78,4,74.53,20.9
2011-09-29,09-11,22,86,5,74.53,23.2
2011-09-30,09-11,20,37,6,74.53,26.3
2011-10-01,10-11,26,45,7,87.25,25.9
2011-10-02,10-11,24,9,1,87.25,26.1
2011-10-03,10-11,17,1,2,87.25,24.6
2011-10-04,10-11,35,10,3,87.25,22.9
2011-10-05,10-11,16,16,4,87.25,17.6
2011-10-06,10-11,13,80,5,87.25,18.8
2011-10-07,10-11,13,69,6,87.25,11.3
2011-10-08,10-11,5,12,7,87.25,8.9
2011-10-09,10-11,11,5,1,87.25,10.9
2011-10-10,10-11,9,21,2,87.25,16
2011-10-11,10-11,9,16,3,87.25,15.2
2011-10-12,10-11,8,1,4,87.25,10.8
2011-10-13,10-11,16,93,5,87.25,11.5
2011-10-14,10-11,20,52,6,87.25,9.4
2011-10-15,10-11,21,33,7,87.25,11.9
2011-10-16,10-11,15,73,1,87.25,13.6
2011-10-17,10-11,28,58,2,87.25,14.5
2011-10-18,10-11,18,0,3,87.25,16.9
2011-10-19,10-11,6,99,4,87.25,8.6
2011-10-20,10-11,13,19,5,87.25,7.4
2011-10-21,10-11,23,43,6,87.25,9.8
2011-10-22,10-11,22,11,7,87.25,9.4
2011-10-23,10-11,28,1,1,87.25,10.2
2011-10-24,10-11,21,95,2,87.25,12.5
2011-10-25,10-11,20,64,3,87.25,11.4
2011-10-26,10-11,27,74,4,87.25,11.3
2011-10-27,10-11,33,95,5,87.25,11.3
2011-10-28,10-11,28,3,6,87.25,15.4
2011-10-29,10-11,28,70,7,87.25,16.8
2011-10-30,10-11,30,91,1,87.25,12.7
2011-10-31,10-11,22,79,2,87.25,16.3
2011-11-01,11-11,33,61,3,88.02,9.7
2011-11-02,11-11,17,34,4,88.02,10.2
2011-11-03,11-11,18,15,5,88.02,9.9
2011-11-04,11-11,17,34,6,88.02,10.4
2011-11-05,11-11,25,80,7,88.02,11.2
2011-11-06,11-11,47,90,1,88.02,11.9
2011-11-07,11-11,56,57,2,88.02,8.1
2011-11-08,11-11,45,94,3,88.02,11.8
2011-11-09,11-11,35,0,4,88.02,9
2011-11-10,11-11,47,83,5,88.02,7.9
2011-11-11,11-11,40,22,6,88.02,3.6
2011-11-12,11-11,41,29,7,88.02,4.9
2011-11-13,11-11,36,28,1,88.02,12.8
2011-11-14,11-11,38,40,2,88.02,10
2011-11-15,11-11,53,76,3,88.02,-1.2
2011-11-16,11-11,59,89,4,88.02,-1.2
2011-11-17,11-11,45,94,5,88.02,2.6
2011-11-18,11-11,34,41,6,88.02,7.4
2011-11-19,11-11,31,23,7,88.02,8.5
2011-11-20,11-11,20,42,1,88.02,6.4
2011-11-21,11-11,32,68,2,88.02,10
2011-11-22,11-11,33,19,3,88.02,11.7
2011-11-23,11-11,29,34,4,88.02,10.3
2011-11-24,11-11,19,55,5,88.02,6
2011-11-25,11-11,18,54,6,88.02,4.2
2011-11-26,11-11,18,7,7,88.02,5.1
2011-11-27,11-11,13,27,1,88.02,8.4
2011-11-28,11-11,25,0,2,88.02,8.6
2011-11-29,11-11,22,49,3,88.02,6.5
2011-11-30,11-11,24,53,4,88.02,7.3
2011-12-01,12-11,16,25,5,102.05,7.7
2011-12-02,12-11,16,8,6,102.05,12.7
2011-12-03,12-11,9,54,7,102.05,6.7
2011-12-04,12-11,5,3,1,102.05,9.4
2011-12-05,12-11,7,77,2,102.05,5.1
2011-12-06,12-11,10,10,3,102.05,2.8
2011-12-07,12-11,8,14,4,102.05,4
2011-12-08,12-11,14,16,5,102.05,5.8
2011-12-09,12-11,9,57,6,102.05,7.9
2011-12-10,12-11,15,61,7,102.05,3.7
2011-12-11,12-11,18,95,1,102.05,2.7
2011-12-12,12-11,11,42,2,102.05,6.6
2011-12-13,12-11,5,97,3,102.05,7.5
2011-12-14,12-11,6,8,4,102.05,8
2011-12-15,12-11,6,60,5,102.05,4.4
2011-12-16,12-11,4,95,6,102.05,8.1
2011-12-17,12-11,4,85,7,102.05,3.4
2011-12-18,12-11,8,65,1,102.05,2
2011-12-19,12-11,13,14,2,102.05,0.4
2011-12-20,12-11,15,23,3,102.05,0.9
2011-12-21,12-11,11,39,4,102.05,3
2011-12-22,12-11,11,1,5,102.05,3.1
2011-12-23,12-11,6,77,6,102.05,7
2011-12-24,12-11,6,22,7,102.05,5.7
2011-12-25,12-11,8,59,1,102.05,4.6
2011-12-26,12-11,5,89,2,102.05,6.6
2011-12-27,12-11,7,2,3,102.05,6.1
2011-12-28,12-11,8,84,4,102.05,4.9
2011-12-29,12-11,8,89,5,102.05,4.7
2011-12-30,12-11,4,88,6,102.05,2.5
2011-12-31,12-11,13,28,7,102.05,2.5
2012-01-01,01-12,9,84,1,107.28,10.5
2012-01-02,01-12,4,28,2,107.28,10.6
2012-01-03,01-12,5,64,3,107.28,8.3
2012-01-04,01-12,7,36,4,107.28,8.4
2012-01-05,01-12,6,43,5,107.28,4.9
2012-01-06,01-12,7,74,6,107.28,3.6
2012-01-07,01-12,7,56,7,107.28,3.5
2012-01-08,01-12,4,47,1,107.28,3.9
2012-01-09,01-12,8,99,2,107.28,4.1
2012-01-10,01-12,10,75,3,107.28,5.2
2012-01-11,01-12,16,93,4,107.28,6.5
2012-01-12,01-12,7,20,5,107.28,6.6
2012-01-13,01-12,7,60,6,107.28,2.7
2012-01-14,01-12,11,0,7,107.28,1.7
2012-01-15,01-12,14,11,1,107.28,0.1
2012-01-16,01-12,21,75,2,107.28,-0.2
2012-01-17,01-12,13,50,3,107.28,0.8
2012-01-18,01-12,28,92,4,107.28,4
2012-01-19,01-12,8,17,5,107.28,6
2012-01-20,01-12,9,22,6,107.28,2.9
2012-01-21,01-12,5,51,7,107.28,5
2012-01-22,01-12,5,48,1,107.28,4.6
2012-01-23,01-12,7,25,2,107.28,4.8
2012-01-24,01-12,11,78,3,107.28,1.6
2012-01-25,01-12,24,65,4,107.28,2.2
2012-01-26,01-12,26,16,5,107.28,0.2
2012-01-27,01-12,35,33,6,107.28,0.7
2012-01-28,01-12,56,82,7,107.28,-0.3
2012-01-29,01-12,78,8,1,107.28,-0.4
2012-01-30,01-12,60,69,2,107.28,0.9
2012-01-31,01-12,68,67,3,107.28,-2
2012-02-01,02-12,81,77,4,103.12,-7.9
2012-02-02,02-12,73,58,5,103.12,-10
2012-02-03,02-12,68,51,6,103.12,-8.3
2012-02-04,02-12,46,77,7,103.12,-9.5
2012-02-05,02-12,NA,NA,1,103.12,-8.9
2012-02-06,02-12,NA,NA,2,103.12,-13.1
2012-02-07,02-12,NA,NA,3,103.12,-11.5
2012-02-08,02-12,NA,NA,4,103.12,-8.6
2012-02-09,02-12,58,92,5,103.12,-5.8
2012-02-10,02-12,74,23,6,103.12,-9.5
2012-02-11,02-12,58,95,7,103.12,-10.9
2012-02-12,02-12,NA,NA,1,103.12,-3.9
2012-02-13,02-12,NA,NA,2,103.12,-4.1
2012-02-14,02-12,56,88,3,103.12,0.3
2012-02-15,02-12,13,43,4,103.12,2.9
2012-02-16,02-12,18,51,5,103.12,3
2012-02-17,02-12,11,48,6,103.12,4.2
2012-02-18,02-12,12,44,7,103.12,4.3
2012-02-19,02-12,6,88,1,103.12,4.4
2012-02-20,02-12,15,90,2,103.12,3
2012-02-21,02-12,19,17,3,103.12,3.5
2012-02-22,02-12,28,44,4,103.12,8.2
2012-02-23,02-12,27,27,5,103.12,4.5
2012-02-24,02-12,11,0,6,103.12,7.6
2012-02-25,02-12,11,71,7,103.12,8.3
2012-02-26,02-12,9,57,1,103.12,4.3
2012-02-27,02-12,21,11,2,103.12,5.9
2012-02-28,02-12,21,52,3,103.12,6.2
2012-02-29,02-12,13,81,4,103.12,9.7
2012-03-01,03-12,20,45,5,92.17,15
2012-03-02,03-12,36,44,6,92.17,7.9
2012-03-03,03-12,22,25,7,92.17,9.6
2012-03-04,03-12,31,14,1,92.17,8.2
2012-03-05,03-12,26,11,2,92.17,5.8
2012-03-06,03-12,38,32,3,92.17,8.1
2012-03-07,03-12,40,11,4,92.17,8.9
2012-03-08,03-12,13,95,5,92.17,7.2
2012-03-09,03-12,21,12,6,92.17,9.3
2012-03-10,03-12,31,35,7,92.17,8.9
2012-03-11,03-12,12,88,1,92.17,6.9
2012-03-12,03-12,12,22,2,92.17,8.6
2012-03-13,03-12,10,56,3,92.17,7
2012-03-14,03-12,17,78,4,92.17,5.3
2012-03-15,03-12,35,86,5,92.17,14.6
2012-03-16,03-12,40,8,6,92.17,21
2012-03-17,03-12,28,86,7,92.17,19.7
2012-03-18,03-12,15,4,1,92.17,17.4
2012-03-19,03-12,15,18,2,92.17,9.6
2012-03-20,03-12,24,36,3,92.17,13.7
2012-03-21,03-12,40,2,4,92.17,16.1
2012-03-22,03-12,44,51,5,92.17,15.3
2012-03-23,03-12,38,22,6,92.17,15.5
2012-03-24,03-12,32,86,7,92.17,17.2
2012-03-25,03-12,21,66,1,92.17,17.3
2012-03-26,03-12,27,46,2,92.17,14
2012-03-27,03-12,28,94,3,92.17,17.1
2012-03-28,03-12,34,13,4,92.17,17.5
2012-03-29,03-12,22,96,5,92.17,10.7
2012-03-30,03-12,3,68,6,92.17,8.6
2012-03-31,03-12,10,49,7,92.17,8.6
2012-04-01,04-12,8,11,1,72.72,9
2012-04-02,04-12,20,23,2,72.72,10.5
2012-04-03,04-12,29,70,3,72.72,17.7
2012-04-04,04-12,25,19,4,72.72,14.9
2012-04-05,04-12,31,76,5,72.72,5.5
2012-04-06,04-12,40,25,6,72.72,4
2012-04-07,04-12,17,79,7,72.72,6.4
2012-04-08,04-12,16,57,1,72.72,4.1
2012-04-09,04-12,17,65,2,72.72,8.6
2012-04-10,04-12,11,28,3,72.72,18.1
2012-04-11,04-12,17,78,4,72.72,10.4
2012-04-12,04-12,17,64,5,72.72,13.7
2012-04-13,04-12,23,91,6,72.72,11.2
2012-04-14,04-12,26,68,7,72.72,12.3
2012-04-15,04-12,22,51,1,72.72,9.5
2012-04-16,04-12,18,56,2,72.72,8.6
2012-04-17,04-12,20,33,3,72.72,10.5
2012-04-18,04-12,22,66,4,72.72,11.5
2012-04-19,04-12,26,47,5,72.72,15.4
2012-04-20,04-12,18,2,6,72.72,14
2012-04-21,04-12,9,40,7,72.72,13.5
2012-04-22,04-12,6,92,1,72.72,13
2012-04-23,04-12,11,80,2,72.72,12.7
2012-04-24,04-12,11,25,3,72.72,12
2012-04-25,04-12,10,96,4,72.72,15.4
2012-04-26,04-12,15,29,5,72.72,20.9
2012-04-27,04-12,22,64,6,72.72,25
2012-04-28,04-12,26,52,7,72.72,30.6
2012-04-29,04-12,22,82,1,72.72,28.2
2012-04-30,04-12,40,10,2,72.72,21.5
2012-05-01,05-12,48,92,3,59.17,25.4
2012-05-02,05-12,43,89,4,59.17,26.2
2012-05-03,05-12,14,84,5,59.17,18.7
2012-05-04,05-12,14,57,6,59.17,21.2
2012-05-05,05-12,11,88,7,59.17,17.4
2012-05-06,05-12,10,35,1,59.17,9.4
2012-05-07,05-12,17,54,2,59.17,14.8
2012-05-08,05-12,15,22,3,59.17,20.6
2012-05-09,05-12,11,94,4,59.17,21.6
2012-05-10,05-12,12,91,5,59.17,25.7
2012-05-11,05-12,14,93,6,59.17,28.8
2012-05-12,05-12,10,82,7,59.17,13.2
2012-05-13,05-12,8,87,1,59.17,11
2012-05-14,05-12,11,58,2,59.17,16.3
2012-05-15,05-12,12,32,3,59.17,17.3
2012-05-16,05-12,8,1,4,59.17,12.5
2012-05-17,05-12,7,68,5,59.17,14.2
2012-05-18,05-12,13,53,6,59.17,18.3
2012-05-19,05-12,15,30,7,59.17,25
2012-05-20,05-12,15,63,1,59.17,26.8
2012-05-21,05-12,21,5,2,59.17,25.7
2012-05-22,05-12,26,25,3,59.17,27.9
2012-05-23,05-12,22,73,4,59.17,27.2
2012-05-24,05-12,23,14,5,59.17,23.4
2012-05-25,05-12,19,27,6,59.17,20.7
2012-05-26,05-12,18,76,7,59.17,22.4
2012-05-27,05-12,17,93,1,59.17,23.6
2012-05-28,05-12,16,85,2,59.17,23.1
2012-05-29,05-12,17,49,3,59.17,24.3
2012-05-30,05-12,17,40,4,59.17,22.8
2012-05-31,05-12,20,28,5,59.17,22.7
2012-06-01,06-12,7,39,6,69.88,15.2
2012-06-02,06-12,10,38,7,69.88,17.4
2012-06-03,06-12,10,82,1,69.88,17.7
2012-06-04,06-12,10,25,2,69.88,18.7
2012-06-05,06-12,8,77,3,69.88,13
2012-06-06,06-12,11,21,4,69.88,16.4
2012-06-07,06-12,11,4,5,69.88,22.8
2012-06-08,06-12,11,76,6,69.88,21.5
2012-06-09,06-12,12,13,7,69.88,20.6
2012-06-10,06-12,12,50,1,69.88,19.9
2012-06-11,06-12,16,65,2,69.88,19.3
2012-06-12,06-12,9,9,3,69.88,21.2
2012-06-13,06-12,16,42,4,69.88,15.6
2012-06-14,06-12,19,46,5,69.88,15.5
2012-06-15,06-12,13,78,6,69.88,22.9
2012-06-16,06-12,12,95,7,69.88,27.6
2012-06-17,06-12,6,45,1,69.88,21.8
2012-06-18,06-12,17,88,2,69.88,30.2
2012-06-19,06-12,17,28,3,69.88,26.9
2012-06-20,06-12,21,16,4,69.88,24.3
2012-06-21,06-12,20,68,5,69.88,18.5
2012-06-22,06-12,13,27,6,69.88,21.8
2012-06-23,06-12,14,93,7,69.88,22.2
2012-06-24,06-12,11,66,1,69.88,24.1
2012-06-25,06-12,7,91,2,69.88,17.9
2012-06-26,06-12,11,28,3,69.88,18.4
2012-06-27,06-12,11,81,4,69.88,23.7
2012-06-28,06-12,14,83,5,69.88,29.3
2012-06-29,06-12,19,59,6,69.88,31
2012-06-30,06-12,25,12,7,69.88,31.1
2012-07-01,07-12,12,10,1,87.5,21
2012-07-02,07-12,19,38,2,87.5,21.6
2012-07-03,07-12,26,31,3,87.5,23.1
2012-07-04,07-12,23,73,4,87.5,26
2012-07-05,07-12,21,93,5,87.5,26.6
2012-07-06,07-12,14,90,6,87.5,26.5
2012-07-07,07-12,13,35,7,87.5,24.6
2012-07-08,07-12,9,79,1,87.5,25.7
2012-07-09,07-12,9,61,2,87.5,22.9
2012-07-10,07-12,10,77,3,87.5,25.3
2012-07-11,07-12,12,71,4,87.5,21.8
2012-07-12,07-12,5,92,5,87.5,19.5
2012-07-13,07-12,6,19,6,87.5,17.6
2012-07-14,07-12,6,61,7,87.5,20
2012-07-15,07-12,5,21,1,87.5,19.2
2012-07-16,07-12,8,50,2,87.5,17.5
