Date,Month_Year,PM10,PM2.5,WeekDay,PAW_60cm,Max_Daily_Temp_C
2019-03-26,03-19,7,63,3,92.72,7.5
2019-03-27,03-19,9,83,4,92.72,8
2019-03-28,03-19,13,24,5,92.72,8.4
2019-03-29,03-19,15,34,6,92.72,14.8
2019-03-30,03-19,16,31,7,92.72,17.6
2019-03-31,03-19,28,11,1,92.72,13.8
2019-04-01,04-19,18,87,2,74.95,13.7
2019-04-02,04-19,24,4,3,74.95,17.3
2019-04-03,04-19,32,16,4,74.95,18
2019-04-04,04-19,29,39,5,74.95,17.7
2019-04-05,04-19,50,3,6,74.95,12.5
2019-04-06,04-19,26,97,7,74.95,18.2
2019-04-07,04-19,14,84,1,74.95,17.4
2019-04-08,04-19,27,57,2,74.95,17.2
2019-04-09,04-19,40,49,3,74.95,9.3
2019-04-10,04-19,30,82,4,74.95,9.6
2019-04-11,04-19,22,9,5,74.95,7
2019-04-12,04-19,20,96,6,74.95,3.6
2019-04-13,04-19,28,25,7,74.95,7
2019-04-14,04-19,20,10,1,74.95,2.8
2019-04-15,04-19,26,98,2,74.95,13.2
2019-04-16,04-19,21,83,3,74.95,16
2019-04-17,04-19,21,16,4,74.95,18.5
2019-04-18,04-19,20,6,5,74.95,19.4
2019-04-19,04-19,15,95,6,74.95,22.2
2019-04-20,04-19,22,9,7,74.95,21.2
2019-04-21,04-19,17,62,1,74.95,21.3
2019-04-22,04-19,15,44,2,74.95,20.6
2019-04-23,04-19,25,73,3,74.95,19
2019-04-24,04-19,17,72,4,74.95,24.1
2019-04-25,04-19,19,22,5,74.95,24.7
2019-04-26,04-19,15,5,6,74.95,19.8
2019-04-27,04-19,10,5,7,74.95,16.6
2019-04-28,04-19,5,38,1,74.95,11.4
2019-04-29,04-19,11,63,2,74.95,9.1
2019-04-30,04-19,33,12,3,74.95,13.8
2019-05-01,05-19,53,13,4,73.07,18.5
2019-05-02,05-19,27,60,5,73.07,19.1
2019-05-03,05-19,13,58,6,73.07,10
2019-05-04,05-19,6,89,7,73.07,4.6
2019-05-05,05-19,7,25,1,73.07,8.2
2019-05-06,05-19,10,51,2,73.07,9.7
2019-05-07,05-19,17,32,3,73.07,10.6
2019-05-08,05-19,13,36,4,73.07,16.5
2019-05-09,05-19,7,42,5,73.07,16.8
2019-05-10,05-19,9,2,6,73.07,16
2019-05-11,05-19,7,43,7,73.07,14.4
2019-05-12,05-19,7,18,1,73.07,12.7
2019-05-13,05-19,11,68,2,73.07,12.6
2019-05-14,05-19,11,8,3,73.07,11.1
2019-05-15,05-19,11,93,4,73.07,7.1
2019-05-16,05-19,11,19,5,73.07,6.8
2019-05-17,05-19,16,33,6,73.07,17.8
2019-05-18,05-19,13,86,7,73.07,21.1
2019-05-19,05-19,15,73,1,73.07,23.3
2019-05-20,05-19,21,71,2,73.07,17.9
2019-05-21,05-19,14,1,3,73.07,17.9
2019-05-22,05-19,10,74,4,73.07,14.4
2019-05-23,05-19,11,86,5,73.07,19.4
2019-05-24,05-19,14,51,6,73.07,22.6
2019-05-25,05-19,18,47,7,73.07,18.9
2019-05-26,05-19,9,71,1,73.07,21.6
2019-05-27,05-19,10,29,2,73.07,21.3
2019-05-28,05-19,14,44,3,73.07,16
2019-05-29,05-19,11,22,4,73.07,15.2
2019-05-30,05-19,8,40,5,73.07,20.6
2019-05-31,05-19,10,50,6,73.07,21.5
2019-06-01,06-19,11,36,7,50.52,26.4
2019-06-02,06-19,10,76,1,50.52,29.4
2019-06-03,06-19,13,36,2,50.52,30.5
2019-06-04,06-19,13,63,3,50.52,29.8
2019-06-05,06-19,19,36,4,50.52,30.3
2019-06-06,06-19,13,99,5,50.52,24.4
2019-06-07,06-19,12,28,6,50.52,24.9
2019-06-08,06-19,9,18,7,50.52,21.1
2019-06-09,06-19,10,88,1,50.52,25.6
2019-06-10,06-19,13,37,2,50.52,27
2019-06-11,06-19,16,52,3,50.52,25.4
2019-06-12,06-19,19,56,4,50.52,26.4
2019-06-13,06-19,10,54,5,50.52,24.3
2019-06-14,06-19,15,99,6,50.52,29.9
2019-06-15,06-19,16,23,7,50.52,28.3
2019-06-16,06-19,9,84,1,50.52,21.4
2019-06-17,06-19,15,7,2,50.52,25.6
2019-06-18,06-19,15,1,3,50.52,28.5
2019-06-19,06-19,15,3,4,50.52,32.2
2019-06-20,06-19,9,56,5,50.52,27.1
2019-06-21,06-19,11,64,6,50.52,23.5
2019-06-22,06-19,14,9,7,50.52,24.2
2019-06-23,06-19,13,39,1,50.52,26.6
2019-06-24,06-19,16,74,2,50.52,29
2019-06-25,06-19,16,32,3,50.52,33.2
2019-06-26,06-19,24,12,4,50.52,37.1
2019-06-27,06-19,13,89,5,50.52,28.6
2019-06-28,06-19,16,0,6,50.52,23.6
2019-06-29,06-19,14,62,7,50.52,31.6
2019-06-30,06-19,12,92,1,50.52,36.1
2019-07-01,07-19,23,9,2,42.83,32
2019-07-02,07-19,12,14,3,42.83,24.7
2019-07-03,07-19,11,23,4,42.83,23.2
2019-07-04,07-19,13,16,5,42.83,24.4
2019-07-05,07-19,12,36,6,42.83,28
2019-07-06,07-19,13,60,7,42.83,29.6
2019-07-07,07-19,8,88,1,42.83,21.4
2019-07-08,07-19,7,89,2,42.83,20.3
2019-07-09,07-19,6,76,3,42.83,19
2019-07-10,07-19,10,37,4,42.83,22.9
2019-07-11,07-19,12,48,5,42.83,20.9
2019-07-12,07-19,12,70,6,42.83,22.2
2019-07-13,07-19,7,12,7,42.83,21.5
2019-07-14,07-19,9,64,1,42.83,16.6
2019-07-15,07-19,14,16,2,42.83,20.9
2019-07-16,07-19,8,29,3,42.83,21.8
2019-07-17,07-19,9,42,4,42.83,20.8
2019-07-18,07-19,14,33,5,42.83,27.5
2019-07-19,07-19,15,18,6,42.83,22.2
2019-07-20,07-19,15,44,7,42.83,30.9
2019-07-21,07-19,9,90,1,42.83,27.1
2019-07-22,07-19,11,92,2,42.83,28.1
2019-07-23,07-19,13,20,3,42.83,30.9
2019-07-24,07-19,19,22,4,42.83,33.5
2019-07-25,07-19,18,13,5,42.83,34.5
2019-07-26,07-19,19,40,6,42.83,31.9
2019-07-27,07-19,16,93,7,42.83,30.3
2019-07-28,07-19,15,57,1,42.83,28.8
2019-07-29,07-19,23,51,2,42.83,27
2019-07-30,07-19,15,99,3,42.83,27.8
2019-07-31,07-19,12,29,4,42.83,23.6
2019-08-01,08-19,12,24,5,39.38,25.5
2019-08-02,08-19,12,94,6,39.38,25
2019-08-03,08-19,11,68,7,39.38,23.2
2019-08-04,08-19,10,73,1,39.38,25.8
2019-08-05,08-19,13,4,2,39.38,24.8
2019-08-06,08-19,10,59,3,39.38,27.2
2019-08-07,08-19,7,9,4,39.38,22.2
2019-08-08,08-19,11,10,5,39.38,24.8
2019-08-09,08-19,11,65,6,39.38,29.9
2019-08-10,08-19,9,33,7,39.38,24.7
2019-08-11,08-19,10,84,1,39.38,28.2
2019-08-12,08-19,10,60,2,39.38,21.3
2019-08-13,08-19,8,83,3,39.38,22.2
2019-08-14,08-19,8,32,4,39.38,21.8
2019-08-15,08-19,8,11,5,39.38,21
2019-08-16,08-19,10,11,6,39.38,22.8
2019-08-17,08-19,9,41,7,39.38,23.6
2019-08-18,08-19,6,44,1,39.38,30.6
2019-08-19,08-19,8,74,2,39.38,24.8
2019-08-20,08-19,12,59,3,39.38,23.2
2019-08-21,08-19,12,94,4,39.38,22.2
2019-08-22,08-19,13,75,5,39.38,25.3
2019-08-23,08-19,16,1,6,39.38,26.9
2019-08-24,08-19,22,85,7,39.38,26.9
2019-08-25,08-19,23,26,1,39.38,31.5
2019-08-26,08-19,20,13,2,39.38,31.2
2019-08-27,08-19,19,0,3,39.38,30.8
2019-08-28,08-19,19,44,4,39.38,30.9
2019-08-29,08-19,18,85,5,39.38,29.2
2019-08-30,08-19,19,45,6,39.38,29.6
2019-08-31,08-19,21,39,7,39.38,30.6
2019-09-01,09-19,16,77,1,53.87,27.8
2019-09-02,09-19,8,58,2,53.87,21.1
2019-09-03,09-19,10,44,3,53.87,22.9
2019-09-04,09-19,13,11,4,53.87,26.3
2019-09-05,09-19,10,81,5,53.87,21.3
2019-09-06,09-19,10,45,6,53.87,19.2
2019-09-07,09-19,9,45,7,53.87,16.9
2019-09-08,09-19,11,17,1,53.87,15.7
2019-09-09,09-19,7,1,2,53.87,11.3
2019-09-10,09-19,12,88,3,53.87,18.2
2019-09-11,09-19,12,52,4,53.87,21.1
2019-09-12,09-19,11,48,5,53.87,20.8
2019-09-13,09-19,9,29,6,53.87,20.8
2019-09-14,09-19,15,12,7,53.87,19.1
2019-09-15,09-19,10,1,1,53.87,24.6
2019-09-16,09-19,12,45,2,53.87,19.2
2019-09-17,09-19,9,20,3,53.87,16.5
2019-09-18,09-19,13,44,4,53.87,15.2
2019-09-19,09-19,11,32,5,53.87,13.9
2019-09-20,09-19,13,94,6,53.87,15.6
2019-09-21,09-19,12,97,7,53.87,21.8
2019-09-22,09-19,11,13,1,53.87,23.4
2019-09-23,09-19,16,90,2,53.87,20.2
2019-09-24,09-19,9,92,3,53.87,18.7
2019-09-25,09-19,9,2,4,53.87,17.7
2019-09-26,09-19,7,73,5,53.87,19.3
2019-09-27,09-19,8,4,6,53.87,17.9
2019-09-28,09-19,6,34,7,53.87,17.7
2019-09-29,09-19,6,96,1,53.87,19
2019-09-30,09-19,4,94,2,53.87,15.9
2019-10-01,10-19,7,6,3,67.73,16.9
2019-10-02,10-19,5,65,4,67.73,13.8
2019-10-03,10-19,6,62,5,67.73,10.4
2019-10-04,10-19,8,63,6,67.73,11.4
2019-10-05,10-19,5,25,7,67.73,10.1
2019-10-06,10-19,9,83,1,67.73,10
2019-10-07,10-19,13,65,2,67.73,12.7
2019-10-08,10-19,6,90,3,67.73,11.5
2019-10-09,10-19,9,23,4,67.73,13.4
2019-10-10,10-19,6,28,5,67.73,12
2019-10-11,10-19,10,89,6,67.73,15
2019-10-12,10-19,12,51,7,67.73,21.1
2019-10-13,10-19,13,41,1,67.73,24.2
2019-10-14,10-19,22,96,2,67.73,24
2019-10-15,10-19,26,38,3,67.73,18.1
2019-10-16,10-19,7,20,4,67.73,14.4
2019-10-17,10-19,11,30,5,67.73,16.4
2019-10-18,10-19,9,31,6,67.73,18.2
2019-10-19,10-19,6,6,7,67.73,15.1
2019-10-20,10-19,13,9,1,67.73,19.3
2019-10-21,10-19,22,69,2,67.73,17.5
2019-10-22,10-19,19,6,3,67.73,17.8
2019-10-23,10-19,26,76,4,67.73,17.6
2019-10-24,10-19,23,80,5,67.73,20.1
2019-10-25,10-19,16,43,6,67.73,15.6
2019-10-26,10-19,18,72,7,67.73,19.4
2019-10-27,10-19,7,14,1,67.73,16.3
2019-10-28,10-19,10,56,2,67.73,9.8
2019-10-29,10-19,15,83,3,67.73,7.2
2019-10-30,10-19,18,2,4,67.73,8.2
2019-10-31,10-19,19,19,5,67.73,7.2
2019-11-01,11-19,16,79,6,75.13,7.3
2019-11-02,11-19,4,79,7,75.13,14.7
2019-11-03,11-19,7,58,1,75.13,12.9
2019-11-04,11-19,5,45,2,75.13,11.9
2019-11-05,11-19,9,53,3,75.13,9.4
2019-11-06,11-19,10,59,4,75.13,9.6
2019-11-07,11-19,10,95,5,75.13,9.5
2019-11-08,11-19,19,64,6,75.13,7.5
2019-11-09,11-19,8,48,7,75.13,5.9
2019-11-10,11-19,13,6,1,75.13,6.3
2019-11-11,11-19,12,83,2,75.13,3.3
2019-11-12,11-19,14,23,3,75.13,6.2
2019-11-13,11-19,NA,NA,4,75.13,5.8
2019-11-14,11-19,21,55,5,75.13,7.1
2019-11-15,11-19,31,24,6,75.13,8.5
2019-11-16,11-19,11,69,7,75.13,6
2019-11-17,11-19,17,41,1,75.13,4.8
2019-11-18,11-19,12,63,2,75.13,6.1
2019-11-19,11-19,11,29,3,75.13,5.6
2019-11-20,11-19,10,32,4,75.13,3.4
2019-11-21,11-19,20,29,5,75.13,6.2
2019-11-22,11-19,13,45,6,75.13,6.4
2019-11-23,11-19,23,28,7,75.13,9.9
2019-11-24,11-19,20,17,1,75.13,8.2
2019-11-25,11-19,16,1,2,75.13,6.3
2019-11-26,11-19,12,75,3,75.13,7.5
2019-11-27,11-19,7,54,4,75.13,8.7
2019-11-28,11-19,4,66,5,75.13,11.2
2019-11-29,11-19,7,50,6,75.13,8.2
2019-11-30,11-19,9,12,7,75.13,4.3
2019-12-01,12-19,16,45,1,80.93,1.2
2019-12-02,12-19,15,55,2,80.93,3.5
2019-12-03,12-19,12,53,3,80.93,5.5
2019-12-04,12-19,15,4,4,80.93,5.9
2019-12-05,12-19,30,34,5,80.93,2
2019-12-06,12-19,20,79,6,80.93,5.1
2019-12-07,12-19,4,51,7,80.93,8
2019-12-08,12-19,4,1,1,80.93,8.7
2019-12-09,12-19,5,86,2,80.93,8
2019-12-10,12-19,15,65,3,80.93,4.2
2019-12-11,12-19,17,3,4,80.93,1.8
2019-12-12,12-19,7,69,5,80.93,3.1
2019-12-13,12-19,7,93,6,80.93,3
2019-12-14,12-19,3,58,7,80.93,5.9
2019-12-15,12-19,3,50,1,80.93,9.6
2019-12-16,12-19,7,67,2,80.93,11.2
2019-12-17,12-19,13,87,3,80.93,10.7
2019-12-18,12-19,19,94,4,80.93,10.3
2019-12-19,12-19,17,48,5,80.93,10.3
2019-12-20,12-19,11,0,6,80.93,9
2019-12-21,12-19,9,22,7,80.93,7.8
2019-12-22,12-19,7,5,1,80.93,7.1
2019-12-23,12-19,5,53,2,80.93,7.1
2019-12-24,12-19,5,54,3,80.93,6.6
2019-12-25,12-19,3,58,4,80.93,6.2
2019-12-26,12-19,5,51,5,80.93,4.3
2019-12-27,12-19,10,80,6,80.93,3.6
2019-12-28,12-19,9,53,7,80.93,0.4
2019-12-29,12-19,12,41,1,80.93,1.8
2019-12-30,12-19,14,25,2,80.93,5.4
2019-12-31,12-19,20,66,3,80.93,5.7
2020-01-01,01-20,32,16,4,88.18,5
2020-01-02,01-20,18,11,5,88.18,6.3
2020-01-03,01-20,7,53,6,88.18,6.9
2020-01-04,01-20,5,28,7,88.18,6.2
2020-01-05,01-20,10,26,1,88.18,2.1
2020-01-06,01-20,12,39,2,88.18,3.7
2020-01-07,01-20,12,70,3,88.18,3.5
2020-01-08,01-20,7,76,4,88.18,4.6
2020-01-09,01-20,7,49,5,88.18,7.8
2020-01-10,01-20,6,55,6,88.18,8.2
2020-01-11,01-20,6,18,7,88.18,4.2
2020-01-12,01-20,11,72,1,88.18,3.9
2020-01-13,01-20,9,23,2,88.18,4.1
2020-01-14,01-20,16,98,3,88.18,7.8
2020-01-15,01-20,16,20,4,88.18,11.7
2020-01-16,01-20,25,49,5,88.18,11
2020-01-17,01-20,22,97,6,88.18,5
2020-01-18,01-20,13,52,7,88.18,5
2020-01-19,01-20,7,89,1,88.18,2.3
2020-01-20,01-20,NA,NA,2,88.18,4.4
2020-01-21,01-20,20,46,3,88.18,4.3
2020-01-22,01-20,22,45,4,88.18,2.4
2020-01-23,01-20,20,81,5,88.18,3.8
2020-01-24,01-20,20,95,6,88.18,-0.5
2020-01-25,01-20,24,88,7,88.18,2.9
2020-01-26,01-20,21,26,1,88.18,4
2020-01-27,01-20,22,55,2,88.18,7.2
2020-01-28,01-20,3,93,3,88.18,5.8
2020-01-29,01-20,4,38,4,88.18,2.9
2020-01-30,01-20,11,43,5,88.18,6.8
2020-01-31,01-20,3,64,6,88.18,12.6
2020-02-01,02-20,2,73,7,98.73,12.5
2020-02-02,02-20,4,17,1,98.73,11.4
2020-02-03,02-20,6,55,2,98.73,10.6
2020-02-04,02-20,4,96,3,98.73,5.4
2020-02-05,02-20,9,41,4,98.73,2.7
2020-02-06,02-20,17,90,5,98.73,2.5
2020-02-07,02-20,26,82,6,98.73,3.9
2020-02-08,02-20,12,66,7,98.73,8.1
2020-02-09,02-20,19,52,1,98.73,11.4
2020-02-10,02-20,4,59,2,98.73,11.8
2020-02-11,02-20,5,20,3,98.73,5.2
2020-02-12,02-20,7,69,4,98.73,5.4
2020-02-13,02-20,8,63,5,98.73,4.5
2020-02-14,02-20,6,98,6,98.73,6.7
2020-02-15,02-20,10,0,7,98.73,9.6
2020-02-16,02-20,6,82,1,98.73,14.7
2020-02-17,02-20,4,81,2,98.73,14.6
2020-02-18,02-20,5,32,3,98.73,8.1
2020-02-19,02-20,6,10,4,98.73,5.5
2020-02-20,02-20,8,1,5,98.73,6.5
2020-02-21,02-20,7,32,6,98.73,6.9
2020-02-22,02-20,7,94,7,98.73,10.1
2020-02-23,02-20,2,62,1,98.73,11.1
2020-02-24,02-20,6,69,2,98.73,9.4
2020-02-25,02-20,3,0,3,98.73,9.1
2020-02-26,02-20,3,90,4,98.73,4.7
2020-02-27,02-20,7,63,5,98.73,4.3
2020-02-28,02-20,8,12,6,98.73,3.4
2020-02-29,02-20,8,52,7,98.73,9.9
2020-03-01,03-20,3,45,1,97.8,10.2
2020-03-02,03-20,7,66,2,97.8,10.7
2020-03-03,03-20,10,18,3,97.8,5.5
2020-03-04,03-20,12,79,4,97.8,4.8
2020-03-05,03-20,9,96,5,97.8,9.1
2020-03-06,03-20,3,55,6,97.8,6.6
2020-03-07,03-20,10,91,7,97.8,5.5
2020-03-08,03-20,11,31,1,97.8,8.3
2020-03-09,03-20,8,7,2,97.8,10.4
2020-03-10,03-20,3,59,3,97.8,10.1
2020-03-11,03-20,3,57,4,97.8,12.2
2020-03-12,03-20,5,5,5,97.8,13.6
2020-03-13,03-20,6,88,6,97.8,8.9
2020-03-14,03-20,12,16,7,97.8,9.2
2020-03-15,03-20,9,51,1,97.8,11.4
2020-03-16,03-20,14,34,2,97.8,16.6
2020-03-17,03-20,24,20,3,97.8,15.3
2020-03-18,03-20,20,40,4,97.8,16.8
2020-03-19,03-20,23,16,5,97.8,16.7
2020-03-20,03-20,25,32,6,97.8,7.7
2020-03-21,03-20,9,47,7,97.8,3.5
2020-03-22,03-20,7,89,1,97.8,3.6
2020-03-23,03-20,13,58,2,97.8,4.8
2020-03-24,03-20,17,13,3,97.8,7.1
2020-03-25,03-20,22,45,4,97.8,8.1
2020-03-26,03-20,24,31,5,97.8,9.2
2020-03-27,03-20,39,99,6,97.8,17.4
2020-03-28,03-20,43,68,7,97.8,13.6
2020-03-29,03-20,15,53,1,97.8,5.9
2020-03-30,03-20,9,69,2,97.8,4.4
2020-03-31,03-20,12,37,3,97.8,3.5
2020-04-01,04-20,14,10,4,70.93,8.9
2020-04-02,04-20,17,87,5,70.93,12.8
2020-04-03,04-20,39,49,6,70.93,8.2
2020-04-04,04-20,28,45,7,70.93,11.4
2020-04-05,04-20,21,77,1,70.93,16.5
2020-04-06,04-20,22,24,2,70.93,21.2
2020-04-07,04-20,29,14,3,70.93,19.2
2020-04-08,04-20,21,83,4,70.93,22.2
2020-04-09,04-20,29,75,5,70.93,20.3
2020-04-10,04-20,16,87,6,70.93,18.5
2020-04-11,04-20,16,56,7,70.93,16.1
2020-04-12,04-20,13,40,1,70.93,21.8
2020-04-13,04-20,13,72,2,70.93,13.7
2020-04-14,04-20,13,1,3,70.93,8.7
2020-04-15,04-20,16,61,4,70.93,16.4
2020-04-16,04-20,19,87,5,70.93,22.6
2020-04-17,04-20,27,93,6,70.93,19.6
2020-04-18,04-20,24,54,7,70.93,22.2
2020-04-19,04-20,13,61,1,70.93,14.3
2020-04-20,04-20,13,24,2,70.93,15.5
2020-04-21,04-20,17,27,3,70.93,17.3
2020-04-22,04-20,18,30,4,70.93,18.1
2020-04-23,04-20,19,57,5,70.93,20.7
2020-04-24,04-20,22,16,6,70.93,21.4
2020-04-25,04-20,15,47,7,70.93,12.5
2020-04-26,04-20,10,8,1,70.93,17.9
2020-04-27,04-20,17,18,2,70.93,21.6
2020-04-28,04-20,14,97,3,70.93,22.7
2020-04-29,04-20,11,97,4,70.93,17.7
2020-04-30,04-20,8,87,5,70.93,16.5
2020-05-01,05-20,4,79,6,62.73,14.9
2020-05-02,05-20,7,26,7,62.73,14.1
2020-05-03,05-20,8,1,1,62.73,14.3
2020-05-04,05-20,14,29,2,62.73,17.2
2020-05-05,05-20,10,79,3,62.73,12.3
2020-05-06,05-20,10,46,4,62.73,14.5
2020-05-07,05-20,11,0,5,62.73,20.6
2020-05-08,05-20,17,97,6,62.73,23.8
2020-05-09,05-20,25,40,7,62.73,21.3
2020-05-10,05-20,17,76,1,62.73,22.5
2020-05-11,05-20,7,37,2,62.73,13.3
2020-05-12,05-20,9,7,3,62.73,10
2020-05-13,05-20,14,97,4,62.73,13.5
2020-05-14,05-20,18,43,5,62.73,13.7
2020-05-15,05-20,18,33,6,62.73,14.5
2020-05-16,05-20,14,27,7,62.73,18.9
2020-05-17,05-20,14,78,1,62.73,18.5
2020-05-18,05-20,15,5,2,62.73,22.1
2020-05-19,05-20,13,86,3,62.73,23.6
2020-05-20,05-20,18,33,4,62.73,17.1
2020-05-21,05-20,11,72,5,62.73,21.3
2020-05-22,05-20,11,66,6,62.73,23
2020-05-23,05-20,7,26,7,62.73,15.7
2020-05-24,05-20,8,57,1,62.73,17
2020-05-25,05-20,8,11,2,62.73,16.5
2020-05-26,05-20,14,86,3,62.73,17.4
2020-05-27,05-20,11,64,4,62.73,21
2020-05-28,05-20,11,27,5,62.73,16.9
2020-05-29,05-20,11,76,6,62.73,18
2020-05-30,05-20,9,22,7,62.73,15.8
2020-05-31,05-20,10,34,1,62.73,16.5
2020-06-01,06-20,12,74,2,83.32,21
2020-06-02,06-20,11,94,3,83.32,23.1
2020-06-03,06-20,11,31,4,83.32,25.6
2020-06-04,06-20,11,6,5,83.32,18.2
2020-06-05,06-20,6,37,6,83.32,16.7
2020-06-06,06-20,4,74,7,83.32,17
2020-06-07,06-20,6,49,1,83.32,13.2
2020-06-08,06-20,12,51,2,83.32,17.7
2020-06-09,06-20,16,27,3,83.32,18
2020-06-10,06-20,15,93,4,83.32,14.2
2020-06-11,06-20,15,4,5,83.32,18.4
2020-06-12,06-20,16,75,6,83.32,26.9
2020-06-13,06-20,21,32,7,83.32,29.4
2020-06-14,06-20,13,97,1,83.32,19.9
2020-06-15,06-20,17,89,2,83.32,23.6
2020-06-16,06-20,13,53,3,83.32,23.9
2020-06-17,06-20,17,89,4,83.32,24
2020-06-18,06-20,8,58,5,83.32,16.8
2020-06-19,06-20,12,41,6,83.32,22.1
2020-06-20,06-20,11,18,7,83.32,18.6
2020-06-21,06-20,9,20,1,83.32,23.4
2020-06-22,06-20,13,95,2,83.32,25.2
2020-06-23,06-20,13,16,3,83.32,23.5
2020-06-24,06-20,12,99,4,83.32,23.3
2020-06-25,06-20,10,11,5,83.32,24.5
2020-06-26,06-20,12,98,6,83.32,26.3
2020-06-27,06-20,14,55,7,83.32,28.3
2020-06-28,06-20,10,8,1,83.32,24.3
2020-06-29,06-20,7,63,2,83.32,21.5
2020-06-30,06-20,10,56,3,83.32,22
2020-07-01,07-20,9,85,4,69.18,28.3
2020-07-02,07-20,7,94,5,69.18,25.1
2020-07-03,07-20,9,49,6,69.18,21.9
2020-07-04,07-20,9,79,7,69.18,25.1
2020-07-05,07-20,7,51,1,69.18,23.9
2020-07-06,07-20,8,19,2,69.18,21.4
2020-07-07,07-20,7,93,3,69.18,19.7
2020-07-08,07-20,7,97,4,69.18,14.7
2020-07-09,07-20,9,93,5,69.18,24.8
2020-07-10,07-20,12,3,6,69.18,26.5
2020-07-11,07-20,7,55,7,69.18,20.1
2020-07-12,07-20,9,7,1,69.18,20.9
2020-07-13,07-20,11,29,2,69.18,23.5
2020-07-14,07-20,12,10,3,69.18,25.3
2020-07-15,07-20,10,80,4,69.18,17.6
2020-07-16,07-20,11,19,5,69.18,18.7
2020-07-17,07-20,11,83,6,69.18,21.5
2020-07-18,07-20,11,58,7,69.18,24.7
2020-07-19,07-20,14,24,1,69.18,27.8
2020-07-20,07-20,15,31,2,69.18,27.5
2020-07-21,07-20,12,31,3,69.18,23.5
2020-07-22,07-20,12,18,4,69.18,23.3
2020-07-23,07-20,16,19,5,69.18,24.2
2020-07-24,07-20,13,23,6,69.18,28.3
2020-07-25,07-20,12,82,7,69.18,27.2
2020-07-26,07-20,7,43,1,69.18,24.6
2020-07-27,07-20,9,67,2,69.18,26.9
2020-07-28,07-20,11,68,3,69.18,27.6
2020-07-29,07-20,13,7,4,69.18,25.9
2020-07-30,07-20,18,38,5,69.18,27.6
2020-07-31,07-20,17,55,6,69.18,29.3
2020-08-01,08-20,14,8,7,63.48,33.5
2020-08-02,08-20,17,43,1,63.48,27.6
2020-08-03,08-20,16,86,2,63.48,19.7
2020-08-04,08-20,11,60,3,63.48,20
2020-08-05,08-20,10,95,4,63.48,26.2
2020-08-06,08-20,NA,NA,5,63.48,28.5
2020-08-07,08-20,NA,NA,6,63.48,32
2020-08-08,08-20,20,93,7,63.48,33.7
2020-08-09,08-20,22,85,1,63.48,35.3
2020-08-10,08-20,25,11,2,63.48,29.3
2020-08-11,08-20,18,45,3,63.48,31.7
2020-08-12,08-20,20,65,4,63.48,32
2020-08-13,08-20,19,40,5,63.48,33.6
2020-08-14,08-20,15,17,6,63.48,22.7
2020-08-15,08-20,21,40,7,63.48,22.8
2020-08-16,08-20,17,69,1,63.48,29.6
2020-08-17,08-20,15,41,2,63.48,26.9
2020-08-18,08-20,11,70,3,63.48,23.7
2020-08-19,08-20,12,63,4,63.48,25.2
2020-08-20,08-20,11,28,5,63.48,29.9
2020-08-21,08-20,14,9,6,63.48,34.5
2020-08-22,08-20,11,46,7,63.48,22.8
2020-08-23,08-20,9,43,1,63.48,23.2
2020-08-24,08-20,8,75,2,63.48,21.9
2020-08-25,08-20,9,8,3,63.48,23.3
2020-08-26,08-20,10,64,4,63.48,22.3
2020-08-27,08-20,7,72,5,63.48,21.6
2020-08-28,08-20,6,85,6,63.48,24
2020-08-29,08-20,6,92,7,63.48,21.5
2020-08-30,08-20,5,71,1,63.48,16.9
2020-08-31,08-20,6,78,2,63.48,18.3
2020-09-01,09-20,11,0,3,93.48,16.5
2020-09-02,09-20,8,16,4,93.48,20.1
2020-09-03,09-20,9,83,5,93.48,22
2020-09-04,09-20,17,1,6,93.48,24.4
2020-09-05,09-20,14,67,7,93.48,22.2
2020-09-06,09-20,9,77,1,93.48,19
2020-09-07,09-20,11,80,2,93.48,19.9
2020-09-08,09-20,12,93,3,93.48,22.8
2020-09-09,09-20,14,4,4,93.48,25.6
2020-09-10,09-20,11,94,5,93.48,18.3
2020-09-11,09-20,13,12,6,93.48,24.7
2020-09-12,09-20,16,4,7,93.48,25
2020-09-13,09-20,16,31,1,93.48,27.3
2020-09-14,09-20,18,9,2,93.48,29.1
2020-09-15,09-20,19,36,3,93.48,28.7
2020-09-16,09-20,22,20,4,93.48,28.8
2020-09-17,09-20,13,89,5,93.48,17.8
2020-09-18,09-20,14,2,6,93.48,21
2020-09-19,09-20,14,13,7,93.48,22.3
2020-09-20,09-20,14,89,1,93.48,23.2
2020-09-21,09-20,24,85,2,93.48,23.6
2020-09-22,09-20,23,38,3,93.48,25.5
2020-09-23,09-20,22,8,4,93.48,23.2
2020-09-24,09-20,11,47,5,93.48,20.5
2020-09-25,09-20,5,74,6,93.48,15.2
2020-09-26,09-20,4,72,7,93.48,8.3
2020-09-27,09-20,4,11,1,93.48,11.7
2020-09-28,09-20,10,6,2,93.48,16.9
2020-09-29,09-20,10,87,3,93.48,19.1
2020-09-30,09-20,10,50,4,93.48,19
2020-10-01,10-20,11,36,5,101,19.4
2020-10-02,10-20,19,3,6,101,20.1
2020-10-03,10-20,13,98,7,101,21.1
2020-10-04,10-20,4,25,1,101,16
2020-10-05,10-20,7,42,2,101,15
2020-10-06,10-20,4,40,3,101,13.9
2020-10-07,10-20,5,47,4,101,13.5
