X (Grid),Y (Grid),X (m),Y (m),AirT,rh,Wind,MRT,Point
75,106,226.5,184.5,35.012402,32.7949,0.876,46.0478,11056
76,106,229.5,184.5,34.813053,32.7114,1.2553,62.5795,11057
77,106,232.5,184.5,34.782284,32.8039,0.393,61.7475,11058
78,106,235.5,184.5,34.341251,32.8832,1.1585,42.2427,11059
79,106,238.5,184.5,34.235733,33.0886,0.6964,45.7815,11060
80,106,241.5,184.5,34.038517,33.3115,0.3745,35.1238,11061
81,106,244.5,184.5,33.657204,33.7064,1.259,32.7008,11062
82,106,247.5,184.5,33.486797,34.056,1.1817,31.1291,11063
83,106,250.5,184.5,33.378689,34.2734,0.9077,28.9611,11064
84,106,253.5,184.5,33.279873,34.4435,1.1857,31.5584,11065
85,106,256.5,184.5,33.217293,34.5927,0.9099,30.4666,11066
86,106,259.5,184.5,33.257,34.5064,1.2953,36.4281,11067
87,106,262.5,184.5,33.228394,34.5944,1.2534,33.5099,11068
88,106,265.5,184.5,33.220089,34.6352,1.2197,33.5597,11069
89,106,268.5,184.5,33.225735,34.6508,1.1761,35.2916,11070
90,106,271.5,184.5,NA,NA,0,NA,11071
91,106,274.5,184.5,NA,NA,0,NA,11072
92,106,277.5,184.5,NA,NA,0,NA,11073
93,106,280.5,184.5,NA,NA,0,NA,11074
94,106,283.5,184.5,34.069988,32.6558,1.8042,41.1001,11075
95,106,286.5,184.5,34.140469,32.5113,2.1434,59.8926,11076
96,106,289.5,184.5,34.217899,32.3479,2.4858,61.739,11077
97,106,292.5,184.5,34.294022,32.1971,2.6035,61.6999,11078
98,106,295.5,184.5,34.335575,32.1435,2.4612,60.2533,11079
99,106,298.5,184.5,34.319515,32.2559,2.0288,54.1711,11080
100,106,301.5,184.5,34.226345,32.2088,1.4983,36.0019,11081
101,106,304.5,184.5,34.370529,31.8668,1.5404,37.4942,11082
102,106,307.5,184.5,34.638885,31.264,1.8272,42.4163,11083
103,106,310.5,184.5,35.047859,30.4304,1.7047,49.9728,11084
104,106,313.5,184.5,35.375931,29.7646,0.3704,68.9115,11085
105,106,316.5,184.5,NA,NA,0,NA,11086
106,106,319.5,184.5,NA,NA,0,NA,11087
107,106,322.5,184.5,NA,NA,0,NA,11088
108,106,325.5,184.5,NA,NA,0,NA,11089
109,106,328.5,184.5,35.767422,29.8091,0.3673,61.439,11090
110,106,331.5,184.5,35.670906,29.9662,0.9076,59.7118,11091
111,106,334.5,184.5,35.604263,29.8586,1.1324,57.6954,11092
112,106,337.5,184.5,35.555828,29.7962,1.1882,57.9837,11093
113,106,340.5,184.5,35.459164,29.9716,1.0639,37.0666,11094
114,106,343.5,184.5,35.507504,29.9654,1.3094,64.4891,11095
115,106,346.5,184.5,35.572948,29.6644,1.3106,58.2735,11096
116,106,349.5,184.5,35.636639,29.4281,1.2564,58.3372,11097
117,106,352.5,184.5,35.715088,29.2,1.228,58.5134,11098
118,106,355.5,184.5,35.806126,28.9888,1.2092,58.4356,11099
119,106,358.5,184.5,35.904583,28.7738,1.1664,58.5793,11100
120,106,361.5,184.5,36.011997,28.6188,1.0928,59.0424,11101
121,106,364.5,184.5,36.138401,28.5538,0.994,57.9913,11102
122,106,367.5,184.5,36.309414,28.4172,0.8561,58.0134,11103
123,106,370.5,184.5,36.546577,28.0787,0.6261,59.4483,11104
124,106,373.5,184.5,36.832603,27.6482,0.3402,62.4077,11105
125,106,376.5,184.5,NA,NA,0,NA,11106
126,106,379.5,184.5,NA,NA,0,NA,11107
127,106,382.5,184.5,NA,NA,0,NA,11108
128,106,385.5,184.5,NA,NA,0,NA,11109
129,106,388.5,184.5,NA,NA,0,NA,11110
130,106,391.5,184.5,36.705463,27.0221,1.7662,47.5998,11111
131,106,394.5,184.5,36.692295,27.0485,2.0085,64.4332,11112
132,106,397.5,184.5,36.685276,27.0189,2.1034,65.8284,11113
133,106,400.5,184.5,36.699703,26.9232,2.1838,66.7043,11114
134,106,403.5,184.5,36.72086,26.8355,2.1853,68.0446,11115
135,106,406.5,184.5,36.745754,26.7963,1.9269,65.4875,11116
136,106,409.5,184.5,36.822998,26.7565,1.5995,60.7485,11117
137,106,412.5,184.5,36.942131,26.6933,1.2869,58.1181,11118
138,106,415.5,184.5,37.113972,26.5595,0.9274,60.7346,11119
139,106,418.5,184.5,NA,NA,0,NA,11120
140,106,421.5,184.5,NA,NA,0,NA,11121
141,106,424.5,184.5,NA,NA,0,NA,11122
142,106,427.5,184.5,NA,NA,0,NA,11123
143,106,430.5,184.5,NA,NA,0,NA,11124
144,106,433.5,184.5,NA,NA,0,NA,11125
145,106,436.5,184.5,36.411308,27.0598,0.2002,41.3903,11126
146,106,439.5,184.5,36.37907,27.1023,0.5417,39.1506,11127
147,106,442.5,184.5,36.363602,27.1418,0.8229,39.9191,11128
148,106,445.5,184.5,36.347057,27.2096,0.9704,40.8605,11129
149,106,448.5,184.5,36.320965,27.3336,1.0921,56.7194,11130
150,106,451.5,184.5,36.267456,27.4605,1.1787,56.2375,11131
151,106,454.5,184.5,36.170002,27.6082,1.2698,39.1466,11132
152,106,457.5,184.5,36.146313,27.6576,1.3568,50.2575,11133
153,106,460.5,184.5,36.101276,27.7106,1.4202,35.7181,11134
154,106,463.5,184.5,36.096146,27.7083,1.4553,36.3371,11135
155,106,466.5,184.5,36.128742,27.6438,1.4593,49.974,11136
156,106,469.5,184.5,36.129898,27.5989,1.3578,36.4885,11137
157,106,472.5,184.5,36.173798,27.5048,1.212,41.0237,11138
158,106,475.5,184.5,36.29166,27.2738,1.2322,57.6822,11139
159,106,478.5,184.5,36.410183,27.0026,1.4878,59.111,11140
160,106,481.5,184.5,36.483383,26.8188,1.6782,63.1825,11141
161,106,484.5,184.5,36.513138,26.7795,1.698,57.6743,11142
162,106,487.5,184.5,36.518501,26.7731,1.7453,46.9513,11143
163,106,490.5,184.5,36.541008,26.7484,1.9253,46.8305,11144
164,106,493.5,184.5,36.571678,26.7416,1.9954,50.3466,11145
165,106,496.5,184.5,36.619366,26.7255,2.0066,64.1995,11146
166,106,499.5,184.5,36.645157,26.7452,2.0025,67.5035,11147
167,106,502.5,184.5,36.651039,26.7922,1.9387,69.5169,11148
168,106,505.5,184.5,36.659603,26.8339,1.8045,66.6294,11149
169,106,508.5,184.5,36.670708,26.8739,1.6854,61.162,11150
170,106,511.5,184.5,36.671913,26.889,1.636,58.9099,11151
171,106,514.5,184.5,36.674301,26.8842,1.6166,59.5813,11152
172,106,517.5,184.5,36.673733,26.8686,1.6053,58.6901,11153
173,106,520.5,184.5,36.667484,26.8515,1.5874,57.3948,11154
174,106,523.5,184.5,36.649132,26.8448,1.5461,56.7249,11155
175,106,526.5,184.5,36.61134,26.8533,1.4951,56.3115,11156
176,106,529.5,184.5,36.568733,26.8567,1.4526,47.5858,11157
177,106,532.5,184.5,36.519833,26.8358,1.487,39.911,11158
178,106,535.5,184.5,36.49353,26.7817,1.5907,38.1541,11159
179,106,538.5,184.5,36.482094,26.6822,1.9614,40.3014,11160
0,105,1.5,187.5,39.196281,22.8441,0.7517,75.8954,11161
1,105,4.5,187.5,38.816368,24.0024,0.2956,71.7514,11162
2,105,7.5,187.5,38.932968,25.4471,0.471,72.9648,11163
3,105,10.5,187.5,39.14756,26.2519,0.2122,76.3842,11164
4,105,13.5,187.5,38.867584,26.4733,0.268,75.8423,11165
5,105,16.5,187.5,NA,NA,0,NA,11166
6,105,19.5,187.5,NA,NA,0,NA,11167
7,105,22.5,187.5,NA,NA,0,NA,11168
8,105,25.5,187.5,39.490765,27.842,0.0531,51.2651,11169
9,105,28.5,187.5,39.873127,28.9345,0.1057,59.5508,11170
10,105,31.5,187.5,39.236721,27.5574,0.0698,76.1036,11171
11,105,34.5,187.5,NA,NA,0,NA,11172
12,105,37.5,187.5,NA,NA,0,NA,11173
13,105,40.5,187.5,37.927364,26.3889,0.2758,67.1922,11174
14,105,43.5,187.5,37.802807,26.309,0.7021,40.6544,11175
15,105,46.5,187.5,37.837494,25.9905,1.3893,60.7436,11176
16,105,49.5,187.5,37.899292,25.6135,1.6414,72.9794,11177
17,105,52.5,187.5,38.152733,25.0529,0.3783,79.9318,11178
18,105,55.5,187.5,38.2243,24.8784,0.6261,79.5214,11179
19,105,58.5,187.5,38.376987,24.5455,0.6434,76.8088,11180
20,105,61.5,187.5,38.508923,24.2794,0.2798,75.6953,11181
21,105,64.5,187.5,38.455879,24.2073,0.962,74.0291,11182
22,105,67.5,187.5,38.597973,23.9717,0.2989,82.3468,11183
23,105,70.5,187.5,NA,NA,0,NA,11184
24,105,73.5,187.5,NA,NA,0,NA,11185
25,105,76.5,187.5,NA,NA,0,NA,11186
26,105,79.5,187.5,NA,NA,0,NA,11187
27,105,82.5,187.5,NA,NA,0,NA,11188
28,105,85.5,187.5,NA,NA,0,NA,11189
29,105,88.5,187.5,NA,NA,0,NA,11190
30,105,91.5,187.5,37.713326,25.1259,0.0752,43.1487,11191
31,105,94.5,187.5,37.714077,25.1556,0.2224,44.2597,11192
32,105,97.5,187.5,37.725601,25.2352,0.2466,67.4229,11193
33,105,100.5,187.5,NA,NA,0,NA,11194
34,105,103.5,187.5,NA,NA,0,NA,11195
35,105,106.5,187.5,NA,NA,0,NA,11196
36,105,109.5,187.5,37.325722,25.5323,0.029,38.1927,11197
37,105,112.5,187.5,37.355152,25.487,0.1645,39.5337,11198
38,105,115.5,187.5,37.431427,25.3804,1.3989,42.9213,11199
39,105,118.5,187.5,37.465675,25.3403,1.7056,46.7237,11200
40,105,121.5,187.5,37.475269,25.3459,1.8414,49.7044,11201
41,105,124.5,187.5,37.46109,25.4022,1.7952,70.5572,11202
42,105,127.5,187.5,37.389133,25.5666,1.6058,71.3099,11203
43,105,130.5,187.5,37.258194,25.8576,1.338,71.3779,11204
44,105,133.5,187.5,37.066814,26.2982,1.1904,74.9466,11205
45,105,136.5,187.5,36.880821,26.7953,1.2256,75.2251,11206
46,105,139.5,187.5,36.695164,27.3906,1.3058,66.3499,11207
47,105,142.5,187.5,36.554985,27.8408,1.2765,65.0033,11208
48,105,145.5,187.5,36.468193,27.9512,0.4136,59.8316,11209
49,105,148.5,187.5,NA,NA,0,NA,11210
50,105,151.5,187.5,35.95565,29.3092,0.196,37.2813,11211
51,105,154.5,187.5,35.941692,30.2557,0.1758,34.3131,11212
52,105,157.5,187.5,36.048267,31.3588,0.1513,67.2177,11213
53,105,160.5,187.5,35.526272,30.4769,1.0151,65.9873,11214
54,105,163.5,187.5,35.364845,30.6176,1.2387,76.5373,11215
55,105,166.5,187.5,35.188431,31.0092,1.4243,69.1267,11216
56,105,169.5,187.5,35.126301,31.0112,1.6046,78.281,11217
57,105,172.5,187.5,35.118771,30.9892,1.693,81.274,11218
58,105,175.5,187.5,35.167492,30.8618,1.5877,80.7041,11219
59,105,178.5,187.5,35.287933,30.6327,1.059,83.4849,11220
60,105,181.5,187.5,NA,NA,0,NA,11221
61,105,184.5,187.5,NA,NA,0,NA,11222
62,105,187.5,187.5,NA,NA,0,NA,11223
63,105,190.5,187.5,NA,NA,0,NA,11224
64,105,193.5,187.5,NA,NA,0,NA,11225
65,105,196.5,187.5,NA,NA,0,NA,11226
66,105,199.5,187.5,NA,NA,0,NA,11227
67,105,202.5,187.5,NA,NA,0,NA,11228
68,105,205.5,187.5,NA,NA,0,NA,11229
69,105,208.5,187.5,NA,NA,0,NA,11230
70,105,211.5,187.5,NA,NA,0,NA,11231
71,105,214.5,187.5,NA,NA,0,NA,11232
72,105,217.5,187.5,NA,NA,0,NA,11233
73,105,220.5,187.5,NA,NA,0,NA,11234
74,105,223.5,187.5,NA,NA,0,NA,11235
75,105,226.5,187.5,34.969841,32.8096,0.8615,45.7788,11236
76,105,229.5,187.5,34.780991,32.757,1.2666,62.4623,11237
77,105,232.5,187.5,34.606331,32.5876,0.4605,55.5273,11238
78,105,235.5,187.5,34.311462,32.8781,1.0576,37.4377,11239
79,105,238.5,187.5,34.226433,33.0571,0.3134,33.6366,11240
80,105,241.5,187.5,33.856705,33.501,1.2756,41.9826,11241
81,105,244.5,187.5,33.629135,33.7657,1.2479,33.3343,11242
82,105,247.5,187.5,33.46479,34.1008,1.2128,31.3318,11243
83,105,250.5,187.5,33.359505,34.3169,1.1297,29.2495,11244
84,105,253.5,187.5,33.280155,34.4383,1.1873,31.1426,11245
85,105,256.5,187.5,33.215824,34.5902,1.1125,30.7797,11246
86,105,259.5,187.5,33.262665,34.4627,1.2741,38.6009,11247
87,105,262.5,187.5,33.227749,34.5645,1.2486,43.9839,11248
88,105,265.5,187.5,33.214439,34.6099,1.2542,32.9223,11249
89,105,268.5,187.5,33.211094,34.6517,1.2674,36.3319,11250
90,105,271.5,187.5,NA,NA,0,NA,11251
91,105,274.5,187.5,NA,NA,0,NA,11252
92,105,277.5,187.5,NA,NA,0,NA,11253
93,105,280.5,187.5,NA,NA,0,NA,11254
94,105,283.5,187.5,34.019131,32.774,1.7735,42.2916,11255
95,105,286.5,187.5,34.096218,32.6146,2.1787,61.4351,11256
96,105,289.5,187.5,34.187691,32.4169,2.5037,61.834,11257
97,105,292.5,187.5,34.279118,32.2268,2.6046,62.6828,11258
98,105,295.5,187.5,34.330452,32.145,2.4522,61.0505,11259
99,105,298.5,187.5,34.311649,32.2432,2.0226,39.5137,11260
100,105,301.5,187.5,34.240067,32.1901,1.4197,34.7227,11261
101,105,304.5,187.5,34.405426,31.7912,1.4333,40.9676,11262
102,105,307.5,187.5,34.646519,31.2613,1.5049,41.9027,11263
103,105,310.5,187.5,35.007019,30.5479,1.1447,50.3845,11264
104,105,313.5,187.5,35.32568,29.8198,0.5052,69.1377,11265
105,105,316.5,187.5,35.578617,29.2875,0.2535,72.3997,11266
106,105,319.5,187.5,NA,NA,0,NA,11267
107,105,322.5,187.5,NA,NA,0,NA,11268
108,105,325.5,187.5,35.619427,29.7728,0.3548,61.9639,11269
109,105,328.5,187.5,35.511692,29.9457,0.8061,59.1757,11270
110,105,331.5,187.5,35.487072,29.7991,1.079,57.5253,11271
111,105,334.5,187.5,35.490459,29.7087,1.2445,58.0658,11272
112,105,337.5,187.5,35.49057,29.6708,1.2622,58.1173,11273
113,105,340.5,187.5,35.477119,29.7127,1.1712,57.5641,11274
114,105,343.5,187.5,35.490227,29.7815,1.3822,62.6971,11275
115,105,346.5,187.5,35.547966,29.5595,1.3666,58.2069,11276
116,105,349.5,187.5,35.609219,29.358,1.2635,59.1393,11277
117,105,352.5,187.5,35.692444,29.1248,1.2449,58.0068,11278
118,105,355.5,187.5,35.787285,28.9033,1.2627,57.9395,11279
119,105,358.5,187.5,35.882534,28.7111,1.2353,58.9396,11280
120,105,361.5,187.5,35.975777,28.5437,1.17,58.0377,11281
121,105,364.5,187.5,36.074612,28.4256,1.0654,58.2947,11282
122,105,367.5,187.5,36.191483,28.4002,0.9251,57.8572,11283
123,105,370.5,187.5,36.351856,28.2967,0.738,58.3657,11284
124,105,373.5,187.5,36.58403,28.0656,0.5351,59.8657,11285
125,105,376.5,187.5,36.862511,27.7789,0.2897,62.8858,11286
126,105,379.5,187.5,NA,NA,0,NA,11287
127,105,382.5,187.5,NA,NA,0,NA,11288
128,105,385.5,187.5,NA,NA,0,NA,11289
129,105,388.5,187.5,NA,NA,0,NA,11290
130,105,391.5,187.5,36.713898,27.0693,1.8673,63.0876,11291
131,105,394.5,187.5,36.654583,27.171,2.0746,57.9194,11292
132,105,397.5,187.5,36.638233,27.142,2.1128,59.5836,11293
133,105,400.5,187.5,36.659035,27.0059,2.1152,65.2496,11294
134,105,403.5,187.5,36.681709,26.8874,2.1633,67.6291,11295
135,105,406.5,187.5,36.705627,26.8195,2.006,66.9013,11296
136,105,409.5,187.5,36.738941,26.7982,1.7426,66.033,11297
137,105,412.5,187.5,36.835842,26.7699,1.469,59.9711,11298
138,105,415.5,187.5,36.993984,26.7219,1.2333,58.955,11299
139,105,418.5,187.5,37.207745,26.67,0.4918,62.6168,11300
140,105,421.5,187.5,NA,NA,0,NA,11301
141,105,424.5,187.5,NA,NA,0,NA,11302
142,105,427.5,187.5,NA,NA,0,NA,11303
143,105,430.5,187.5,NA,NA,0,NA,11304
144,105,433.5,187.5,NA,NA,0,NA,11305
145,105,436.5,187.5,NA,NA,0,NA,11306
146,105,439.5,187.5,36.358799,27.1173,0.2493,41.6537,11307
147,105,442.5,187.5,36.33136,27.1681,0.7637,39.2185,11308
148,105,445.5,187.5,36.327915,27.2325,0.8912,39.5715,11309
149,105,448.5,187.5,36.312935,27.3715,1.0373,55.8865,11310
150,105,451.5,187.5,36.271332,27.4297,1.1604,55.8039,11311
151,105,454.5,187.5,36.188477,27.5462,1.2693,41.8232,11312
152,105,457.5,187.5,36.156338,27.5945,1.3646,35.9416,11313
153,105,460.5,187.5,36.137138,27.6189,1.4278,36.2012,11314
154,105,463.5,187.5,36.138615,27.6013,1.4622,36.7341,11315
155,105,466.5,187.5,36.15435,27.5456,1.4653,35.8153,11316
156,105,469.5,187.5,36.165916,27.4954,1.2789,36.724,11317
157,105,472.5,187.5,36.182545,27.4575,1.1607,34.0599,11318
158,105,475.5,187.5,36.291229,27.2282,1.2524,37.711,11319
159,105,478.5,187.5,36.437389,26.8874,1.5834,62.0126,11320
160,105,481.5,187.5,36.502712,26.7398,1.7232,63.3883,11321
161,105,484.5,187.5,36.538231,26.6816,1.7146,64.2714,11322
162,105,487.5,187.5,36.559231,26.6722,1.7615,64.9997,11323
163,105,490.5,187.5,36.579178,26.6871,1.891,64.4539,11324
164,105,493.5,187.5,36.6012,26.7203,1.9366,65.2875,11325
165,105,496.5,187.5,36.626846,26.7594,1.9102,67.0974,11326
166,105,499.5,187.5,36.636906,26.8147,1.8797,67.0872,11327
167,105,502.5,187.5,36.649864,26.8585,1.7718,67.2726,11328
168,105,505.5,187.5,36.66256,26.9024,1.6648,60.8842,11329
169,105,508.5,187.5,36.664532,26.9173,1.622,58.8102,11330
170,105,511.5,187.5,36.666058,26.9116,1.6068,58.3402,11331
171,105,514.5,187.5,36.667603,26.8888,1.6023,57.5765,11332
172,105,517.5,187.5,36.668465,26.8558,1.6026,57.1359,11333
173,105,520.5,187.5,36.664841,26.8236,1.5992,56.9091,11334
174,105,523.5,187.5,36.645271,26.8102,1.5698,56.0078,11335
175,105,526.5,187.5,36.58762,26.8332,1.5309,39.9963,11336
176,105,529.5,187.5,36.54985,26.8267,1.4979,38.4982,11337
177,105,532.5,187.5,36.533642,26.7543,1.5793,37.8318,11338
178,105,535.5,187.5,36.520847,26.6883,1.6285,39.6754,11339
179,105,538.5,187.5,36.50304,26.6074,1.9336,56.8885,11340
0,104,1.5,190.5,39.145237,22.774,0.7981,74.7421,11341
1,104,4.5,190.5,38.762787,24.1732,0.3173,70.9673,11342
2,104,7.5,190.5,38.737537,25.3755,0.0302,50.2916,11343
3,104,10.5,190.5,38.803684,25.683,0.1197,74.125,11344
4,104,13.5,190.5,38.427498,25.653,0.6131,73.0345,11345
5,104,16.5,190.5,38.396893,25.5418,0.2934,75.3115,11346
6,104,19.5,190.5,NA,NA,0,NA,11347
7,104,22.5,190.5,NA,NA,0,NA,11348
8,104,25.5,190.5,NA,NA,0,NA,11349
9,104,28.5,190.5,39.111607,27.6442,0.0657,51.4623,11350
10,104,31.5,190.5,38.819942,27.3917,0.1307,52.0956,11351
11,104,34.5,190.5,38.866901,27.8149,0.0858,70.8531,11352
12,104,37.5,190.5,38.035267,26.4485,0.5427,65.5457,11353
13,104,40.5,190.5,37.830757,26.4874,0.7651,40.7612,11354
14,104,43.5,190.5,37.730522,26.3624,0.6315,40.1034,11355
15,104,46.5,190.5,37.78648,25.9678,1.4639,68.2584,11356
16,104,49.5,190.5,37.847111,25.7166,1.6429,71.6512,11357
17,104,52.5,190.5,37.911808,25.4668,1.5066,72.2207,11358
18,104,55.5,190.5,38.165241,25.0772,0.3038,74.0336,11359
19,104,58.5,190.5,38.292488,24.6823,0.4273,73.3862,11360
20,104,61.5,190.5,38.294804,24.4763,0.6984,71.9474,11361
21,104,64.5,190.5,38.48238,24.1448,0.8102,75.1613,11362
22,104,67.5,190.5,38.617752,23.9335,0.6775,76.1129,11363
23,104,70.5,190.5,38.785797,23.7073,0.3308,79.075,11364
24,104,73.5,190.5,NA,NA,0,NA,11365
25,104,76.5,190.5,NA,NA,0,NA,11366
26,104,79.5,190.5,NA,NA,0,NA,11367
27,104,82.5,190.5,NA,NA,0,NA,11368
28,104,85.5,190.5,NA,NA,0,NA,11369
29,104,88.5,190.5,NA,NA,0,NA,11370
30,104,91.5,190.5,NA,NA,0,NA,11371
31,104,94.5,190.5,37.72039,25.0792,0.0811,42.3588,11372
32,104,97.5,190.5,37.722214,25.1001,0.0971,41.469,11373
33,104,100.5,190.5,NA,NA,0,NA,11374
34,104,103.5,190.5,NA,NA,0,NA,11375
35,104,106.5,190.5,NA,NA,0,NA,11376
36,104,109.5,190.5,NA,NA,0,NA,11377
37,104,112.5,190.5,NA,NA,0,NA,11378
38,104,115.5,190.5,37.53611,25.2339,1.6611,45.924,11379
39,104,118.5,190.5,37.551399,25.2206,1.8884,51.5124,11380
40,104,121.5,190.5,37.52021,25.2816,1.9686,73.5396,11381
41,104,124.5,190.5,37.492008,25.3556,1.8389,72.2901,11382
42,104,127.5,190.5,37.397854,25.5502,1.5315,71.7428,11383
43,104,130.5,190.5,37.22208,25.909,1.0391,75.3411,11384
44,104,133.5,190.5,37.021847,26.3673,0.8514,76.8323,11385
45,104,136.5,190.5,36.815132,26.9122,1.002,75.3193,11386
46,104,139.5,190.5,36.639118,27.4766,1.2166,75.3454,11387
47,104,142.5,190.5,36.519714,28.0154,1.284,71.3888,11388
48,104,145.5,190.5,NA,NA,0,NA,11389
49,104,148.5,190.5,NA,NA,0,NA,11390
50,104,151.5,190.5,NA,NA,0,NA,11391
51,104,154.5,190.5,35.694698,29.9282,0.2393,37.7707,11392
52,104,157.5,190.5,35.635906,30.6951,0.1527,33.4275,11393
53,104,160.5,190.5,35.422733,30.6618,0.1688,55.8183,11394
54,104,163.5,190.5,35.200184,30.9517,1.1335,56.2057,11395
55,104,166.5,190.5,35.043995,31.1934,1.3433,57.3761,11396
56,104,169.5,190.5,34.943733,31.4423,1.5061,58.2627,11397
57,104,172.5,190.5,34.953346,31.3787,1.5729,78.6437,11398
58,104,175.5,190.5,35.005341,31.1978,1.5661,80.2379,11399
59,104,178.5,190.5,35.110191,30.9749,1.366,82.6948,11400
60,104,181.5,190.5,35.247284,30.7318,0.4698,84.7875,11401
61,104,184.5,190.5,NA,NA,0,NA,11402
62,104,187.5,190.5,NA,NA,0,NA,11403
63,104,190.5,190.5,NA,NA,0,NA,11404
64,104,193.5,190.5,NA,NA,0,NA,11405
65,104,196.5,190.5,NA,NA,0,NA,11406
66,104,199.5,190.5,NA,NA,0,NA,11407
67,104,202.5,190.5,NA,NA,0,NA,11408
68,104,205.5,190.5,NA,NA,0,NA,11409
69,104,208.5,190.5,NA,NA,0,NA,11410
70,104,211.5,190.5,NA,NA,0,NA,11411
71,104,214.5,190.5,NA,NA,0,NA,11412
72,104,217.5,190.5,NA,NA,0,NA,11413
73,104,220.5,190.5,NA,NA,0,NA,11414
74,104,223.5,190.5,NA,NA,0,NA,11415
75,104,226.5,190.5,34.934631,32.7871,0.7503,63.0055,11416
76,104,229.5,190.5,34.745014,32.7618,1.1883,60.539,11417
77,104,232.5,190.5,34.386536,32.6836,1.4437,40.5463,11418
78,104,235.5,190.5,34.303425,32.8394,0.7513,34.8269,11419
79,104,238.5,190.5,33.948662,33.3114,1.2016,56.3644,11420
80,104,241.5,190.5,33.80164,33.5541,1.2627,36.7743,11421
81,104,244.5,190.5,33.601818,33.8258,1.2246,40.8977,11422
82,104,247.5,190.5,33.444977,34.1394,1.2426,32.0292,11423
83,104,250.5,190.5,33.338249,34.3641,1.2175,29.4716,11424
84,104,253.5,190.5,33.26997,34.4656,1.185,33.4303,11425
85,104,256.5,190.5,33.206684,34.61,1.2031,31.0929,11426
86,104,259.5,190.5,33.257839,34.4319,1.2573,32.2768,11427
87,104,262.5,190.5,33.229164,34.5227,1.2371,32.3595,11428
88,104,265.5,190.5,33.218365,34.5771,1.255,31.6062,11429
89,104,268.5,190.5,33.2103,34.6319,1.2851,33.4579,11430
90,104,271.5,190.5,NA,NA,0,NA,11431
91,104,274.5,190.5,NA,NA,0,NA,11432
92,104,277.5,190.5,NA,NA,0,NA,11433
93,104,280.5,190.5,NA,NA,0,NA,11434
94,104,283.5,190.5,33.960976,32.9289,1.7824,43.3152,11435
95,104,286.5,190.5,34.044453,32.7455,2.2618,63.956,11436
96,104,289.5,190.5,34.153435,32.4982,2.5447,63.1693,11437
97,104,292.5,190.5,34.266598,32.2522,2.6009,62.982,11438
98,104,295.5,190.5,34.341602,32.1174,2.4383,60.9921,11439
99,104,298.5,190.5,34.340141,32.1811,2.0115,38.0858,11440
100,104,301.5,190.5,34.257481,32.1942,1.3952,37.7158,11441
101,104,304.5,190.5,34.441269,31.7328,1.3672,38.6343,11442
102,104,307.5,190.5,34.659737,31.2614,1.2396,45.2653,11443
103,104,310.5,190.5,34.950844,30.7998,0.7397,58.1274,11444
104,104,313.5,190.5,35.276901,29.9171,0.2376,66.8269,11445
105,104,316.5,190.5,35.457497,29.447,0.2532,69.7594,11446
106,104,319.5,190.5,35.521187,29.2748,0.2048,69.8588,11447
107,104,322.5,190.5,35.493843,29.3624,0.4273,62.3493,11448
108,104,325.5,190.5,35.328171,29.8686,0.7467,37.1928,11449
109,104,328.5,190.5,35.258873,30.0543,0.8759,36.1536,11450
110,104,331.5,190.5,35.375713,29.746,1.1451,56.9424,11451
111,104,334.5,190.5,35.431816,29.6308,1.3121,58.4882,11452
112,104,337.5,190.5,35.447659,29.6125,1.3053,64.0977,11453
113,104,340.5,190.5,35.440144,29.6897,1.1802,60.5091,11454
114,104,343.5,190.5,35.478897,29.6225,1.3601,66.2789,11455
115,104,346.5,190.5,35.528164,29.4853,1.3996,64.2052,11456
116,104,349.5,190.5,35.576786,29.3202,1.2358,60.6992,11457
117,104,352.5,190.5,35.673893,29.0511,1.244,63.7602,11458
118,104,355.5,190.5,35.779526,28.8162,1.3229,57.9858,11459
119,104,358.5,190.5,35.871853,28.6372,1.3133,56.3425,11460
120,104,361.5,190.5,35.958168,28.4862,1.2538,57.8687,11461
121,104,364.5,190.5,36.037777,28.3599,1.1589,57.7098,11462
122,104,367.5,190.5,36.116226,28.2862,1.027,57.1628,11463
123,104,370.5,190.5,36.218502,28.2552,0.8678,57.5655,11464
124,104,373.5,190.5,36.364532,28.1048,0.6767,57.9729,11465
125,104,376.5,190.5,36.562256,27.7532,0.4399,60.2393,11466
126,104,379.5,190.5,36.771034,27.3169,0.2091,62.7117,11467
127,104,382.5,190.5,NA,NA,0,NA,11468
128,104,385.5,190.5,36.846416,26.892,0.5894,72.4402,11469
129,104,388.5,190.5,36.80719,26.9558,1.2109,69.4935,11470
130,104,391.5,190.5,36.690823,27.1495,2.1702,58.0132,11471
131,104,394.5,190.5,36.616245,27.2416,2.1813,57.4611,11472
132,104,397.5,190.5,36.599106,27.2013,2.1549,57.8723,11473
133,104,400.5,190.5,36.619167,27.0836,2.0674,60.1222,11474
134,104,403.5,190.5,36.643784,26.9421,2.1347,66.787,11475
135,104,406.5,190.5,36.661301,26.8711,2.0134,67.2142,11476
136,104,409.5,190.5,36.692806,26.8249,1.8121,67.83,11477
137,104,412.5,190.5,36.73938,26.8148,1.5633,67.7951,11478
138,104,415.5,190.5,36.856186,26.8012,1.2817,59.9113,11479
139,104,418.5,190.5,37.031631,26.7941,0.9131,60.3982,11480
140,104,421.5,190.5,37.233391,26.656,0.4369,62.2136,11481
141,104,424.5,190.5,NA,NA,0,NA,11482
142,104,427.5,190.5,NA,NA,0,NA,11483
